BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,15900,94078,118359,DebtCon,Other,13,0,0,125.552,1,8,37.78182
0,15900,16744,52234,DebtCon,ProfExe,3,0,0,288.4159,0,16,17.45223
0,16000,56295,77146,DebtCon,Office,0,0,0,190.3964,0,24,31.73703
0,16000,,51792,DebtCon,Other,,,,340.685,,17,30.61152
0,16000,71861,95315,HomeImp,ProfExe,24,0,0,241.4125,1,23,35.47477
0,16000,32918,52482,DebtCon,ProfExe,3,0,0,259.571,0,34,40.34734
0,16000,74459,103255,DebtCon,Other,6,3,0,72.86459,1,21,24.93523
0,16000,20648,167020,HomeImp,Self,5,0,0,315.4666,0,26,25.91298
0,16000,82097,100225,DebtCon,Other,0,0,0,129.3745,0,22,39.82722
0,16000,133193,160919,DebtCon,Mgr,,0,0,223.3385,0,18,37.30152
0,16000,88093,106943,DebtCon,ProfExe,7,0,0,207.2029,1,36,42.57308
1,16000,20000,60000,HomeImp,Other,11,0,0,51.03333,0,9,
0,16000,31000,54000,DebtCon,Other,16,0,0,110.6,1,18,
0,16000,101000,130000,DebtCon,ProfExe,7.5,0,0,102.5,0,14,
0,16000,62200,89200,DebtCon,Other,1.9,0,0,176.5333,1,31,
0,16000,90900,152300,HomeImp,ProfExe,5,0,0,102.5,0,17,
0,16000,42000,63400,HomeImp,Office,3.5,0,0,123.8,0,18,
0,16000,38600,57822,DebtCon,Other,17,0,0,276.9667,0,22,
0,16000,96000,160050,,Other,,1,,260.7667,,24,
0,16000,65000,91000,DebtCon,Mgr,0.2,0,0,85.23333,0,17,
0,16000,16300,128200,DebtCon,Other,10,0,0,366.2667,1,10,
1,16000,69322,106189,HomeImp,ProfExe,2,1,1,238.4,0,31,
1,16000,83200,,DebtCon,ProfExe,0.6,0,0,318.5667,9,27,
1,16000,88238,117500,DebtCon,Other,4,0,3,176.4667,5,34,
1,16000,50000,71130,DebtCon,ProfExe,2.5,0,0,189.7,0,22,
1,16000,70000,87400,DebtCon,Office,18,,3,145.8667,3,18,
0,16000,63005,90908,HomeImp,Other,,0,0,295.1153,0,20,29.01488
0,16000,,33382,DebtCon,Other,13,,,84.93118,1,9,33.72078
0,16000,98338,115759,DebtCon,Other,8,0,0,296.0763,1,19,30.06274
0,16000,84505,108652,DebtCon,Office,30,,1,332.3857,2,48,33.74218
0,16000,71670,84124,DebtCon,Other,10,0,0,81.59613,3,12,32.9489
0,16000,52546,63837,DebtCon,Other,7,0,1,122.1963,2,49,30.14326
0,16000,77067,94613,DebtCon,Other,5,0,0,207.4134,3,18,41.05899
0,16000,,46140,DebtCon,Other,,,,344.5801,,16,31.64081
0,16000,85228,91519,HomeImp,Office,,0,0,162.7712,0,26,43.58388
0,16000,62973,87698,DebtCon,Office,1,0,0,156.4281,0,24,23.5708
0,16000,140979,181166,DebtCon,Mgr,9,0,0,236.7071,0,21,27.84134
0,16000,57944,89778,HomeImp,ProfExe,2,0,0,135.6061,0,12,25.72579
0,16000,65901,85627,DebtCon,Office,5,0,0,117.357,0,20,21.44534
0,16000,66395,85782,DebtCon,Other,1,2,1,99.51922,1,25,33.20697
0,16000,69861,87086,DebtCon,Other,7,0,0,205.328,2,18,43.43633
1,16100,49371,77400,DebtCon,Office,3,2,2,214.0604,1,51,44.21676
0,16100,76644,103192,DebtCon,Other,5,2,0,76.07794,0,20,24.18793
0,16100,94089,159427,HomeImp,ProfExe,6,0,0,101.9605,0,16,35.99498
1,16100,,30695,HomeImp,Other,11,0,1,64.33574,2,2,29.23301
0,16100,63798,91045,HomeImp,Other,,0,0,298.2107,0,19,30.96165
0,16100,59734,93756,DebtCon,Office,31,0,0,210.1589,0,21,32.59622
0,16100,99844,114647,DebtCon,Other,11,0,0,169.9836,0,27,33.52328
0,16100,107758,124610,DebtCon,ProfExe,0,0,0,129.1789,0,29,34.21157
0,16100,45973,64430,HomeImp,Office,3,0,0,117.0738,0,17,33.82472
0,16100,63152,85097,DebtCon,Office,5,0,0,102.4009,1,20,24.17553
0,16100,76981,106014,DebtCon,ProfExe,0,0,0,269.3426,1,21,39.79911
1,16100,33209,52000,DebtCon,Other,8,0,0,91.3,1,15,
1,16100,61712,82649,DebtCon,Other,12,0,0,94.64512,0,9,27.54883
0,16100,105719,116491,DebtCon,Other,1,0,0,117.8736,2,20,38.7637
0,16100,47198,79384,DebtCon,Other,1,,1,297.4825,1,9,36.73611
0,16100,41379,57862,DebtCon,Other,17,0,0,282.0063,0,21,30.70849
0,16100,54715,71673,DebtCon,Office,1,0,0,186.2158,0,25,29.67051
0,16100,49244,65523,HomeImp,Office,2,0,0,110.2199,0,17,31.00152
0,16100,,29725,DebtCon,Other,11,,,85.95153,2,8,33.49605
0,16100,26276,168105,HomeImp,Self,7,0,0,336.1985,0,26,25.99182
0,16100,51041,72749,DebtCon,Other,8,0,0,90.32595,2,15,43.89773
0,16100,72942,99544,DebtCon,Other,5,2,0,54.94568,1,20,23.28293
0,16100,81145,92943,DebtCon,ProfExe,8,1,2,343.4989,,41,37.55798
0,16100,68905,91572,DebtCon,Office,3,0,0,165.4571,0,25,24.92012
0,16200,43794,69458,HomeImp,Office,2,0,0,140.5029,0,18,31.10953
0,16200,25329,37433,DebtCon,ProfExe,21,1,0,207.1595,2,16,32.71809
0,16200,104896,137950,DebtCon,Office,2,,,112.2831,2,15,32.76134
0,16200,62258,92595,DebtCon,Office,2,0,0,177.8542,0,25,22.2196
0,16200,49552,82523,DebtCon,Mgr,4,0,0,131.7057,1,8,28.17203
0,16200,68873,101797,HomeImp,ProfExe,23,0,0,220.9652,0,23,36.25934
0,16200,87248,116407,DebtCon,Other,20,0,0,270.0077,1,16,24.54327
0,16200,49780,109050,HomeImp,Office,2,,2,128.2885,0,23,39.57681
0,16200,,95280,,Other,,0,0,194.46,1,10,33.12373
0,16200,70703,87682,DebtCon,Other,10,0,0,87.21133,3,10,31.37927
0,16200,62783,94394,DebtCon,Office,1,0,0,167.4293,0,25,23.69116
1,16200,83448,135447,DebtCon,Mgr,17,0,5,129.7801,9,19,45.55442
0,16200,53600,73500,DebtCon,Other,5,,,104.7333,1,8,
0,16200,95465,114758,DebtCon,Other,7,0,0,298.4644,2,19,32.62256
1,16200,71530,88569,DebtCon,Mgr,14,0,0,,0,1,35.88671
0,16200,96049,129091,DebtCon,Mgr,5,,,251.1609,3,42,36.69217
0,16200,22956,44866,DebtCon,Mgr,16,0,0,114.759,1,17,24.09088
1,16200,118585,131940,DebtCon,Sales,5,0,0,202.3852,2,40,23.97711
1,16200,23466,206368,DebtCon,Mgr,9,7,3,141.0274,10,41,32.3685
0,16200,86021,113030,DebtCon,Other,20,0,0,284.1598,0,17,26.65017
0,16200,105502,117705,DebtCon,Other,0,0,0,125.2426,2,21,38.81066
0,16200,76211,104348,DebtCon,Other,0,0,0,141.0468,1,18,33.33441
0,16200,81933,131208,DebtCon,ProfExe,13,0,0,308.532,0,19,29.60368
1,16200,34984,46382,DebtCon,Other,11,0,0,175.1443,3,20,39.74093
1,16200,46115,61917,HomeImp,Other,2,0,0,259.3607,0,47,43.7175
1,16300,31800,63000,DebtCon,Other,12,1,5,124.9,1,14,
0,16300,22352,165315,HomeImp,Self,9,0,0,304.3347,0,27,27.56243
0,16300,7774,88649,HomeImp,Other,14,0,1,257.9159,0,22,28.13048
1,16300,79087,102921,DebtCon,Sales,23,0,0,256.2531,0,45,36.98709
0,16300,84480,101243,DebtCon,Office,30,,0,337.3423,2,49,35.41287
0,16300,71510,89756,DebtCon,Other,2,0,0,193.1359,0,30,31.41359
0,16300,105169,134992,DebtCon,Other,1,0,0,277.9929,0,46,41.94985
0,16300,96431,161284,,Other,,0,,256.3719,,23,39.07781
0,16300,67524,85577,DebtCon,Other,8,0,0,75.43433,3,11,31.76183
0,16300,43500,69875,DebtCon,ProfExe,5,0,0,245.5333,3,32,
1,16300,25004,65000,DebtCon,Other,2,0,0,199.8333,0,7,
0,16300,56075,88870,,ProfExe,11,0,0,,1,16,24.68929
0,16300,59901,83232,HomeImp,Other,,0,0,284.5143,0,20,27.8988
1,16300,49868,76131,DebtCon,Other,9,0,0,81.27416,2,9,40.37256
0,16300,69327,102426,HomeImp,ProfExe,8,0,0,246.7547,1,12,36.40909
0,16300,32188,78914,HomeImp,Other,,0,0,250.7255,0,49,40.7222
0,16300,102826,114692,DebtCon,Other,8,0,0,317.508,1,18,31.91424
0,16300,34297,42629,HomeImp,Other,9,0,0,80.48924,2,11,30.28477
0,16300,66038,98585,DebtCon,Office,1,0,0,162.0654,3,19,32.75346
0,16400,50941,78801,DebtCon,ProfExe,4,0,0,266.0408,2,32,32.90436
0,16400,74904,92308,DebtCon,Other,6,0,0,202.4904,3,19,42.42035
0,16400,62786,79154,DebtCon,,7,,,,,,24.83894
0,16400,21857,51994,HomeImp,ProfExe,7,0,0,201.9333,0,14,
0,16400,71264,94726,DebtCon,Other,1,0,0,177.2573,1,31,35.03448
0,16400,119879,128546,DebtCon,,16,0,0,182.9974,0,17,40.85089
0,16400,86623,124048,,,,,,,,,35.81077
1,16400,54818,74447,DebtCon,Office,3,2,3,208.0889,1,50,41.95643
0,16400,57139,164133,DebtCon,ProfExe,21,0,0,238.461,0,27,22.20685
0,16400,73466,89453,DebtCon,Other,4,0,0,198.8274,3,19,41.5235
0,16400,63574,88586,HomeImp,Other,,0,0,298.1466,0,20,29.15337
0,16400,82869,94390,DebtCon,ProfExe,8,0,2,358.0507,,42,39.06063
0,16400,57651,76854,DebtCon,Office,1,0,0,172.2001,0,25,31.81962
1,16400,48700,72500,DebtCon,Other,,0,1,127.3,1,39,
0,16400,81700,109025,DebtCon,ProfExe,10,0,0,155.2667,3,19,
0,16400,62018,91832,DebtCon,ProfExe,9,0,0,202.3225,0,19,20.38046
0,16400,,51454,DebtCon,Other,,,,338.1108,,17,33.49184
0,16400,107669,115881,DebtCon,Other,0,0,0,136.8121,1,21,39.69996
0,16400,47428,76483,DebtCon,ProfExe,4,0,0,232.3155,3,31,33.10684
0,16400,58664,89589,DebtCon,Office,27,0,0,211.4411,0,21,34.25636
0,16400,71906,86144,DebtCon,Office,2,0,0,126.1702,1,20,23.69801
0,16400,89858,105796,DebtCon,Office,29,,1,340.7117,2,49,36.00392
0,16400,100014,122281,DebtCon,ProfExe,0,0,0,123.134,0,30,34.93667
0,16400,65898,85424,HomeImp,ProfExe,10,0,1,173.5332,0,14,26.93199
0,16400,86422,116097,,,,,,,,,35.59895
0,16400,102103,133626,DebtCon,ProfExe,5,0,0,95.36635,0,14,31.27518
0,16400,85601,100078,HomeImp,Office,,0,0,176.6987,1,25,43.02747
0,16500,44330,72618,DebtCon,Other,6,0,0,101.4954,2,15,41.45703
0,16500,48491,112677,HomeImp,Office,2,,2,138.0961,1,23,37.25333
0,16500,47636,59586,DebtCon,Other,16,0,0,284.0655,0,21,29.96901
1,16500,52028,63745,DebtCon,Other,7,0,0,105.5304,4,18,41.34485
0,16500,44110,65748,DebtCon,Other,7,0,0,99.19355,3,14,41.41563
0,16500,,88454,DebtCon,Office,30,0,0,320.4215,0,16,14.09794
1,16500,94403,,DebtCon,Office,9,0,1,217.7868,0,19,
0,16500,64992,97348,HomeImp,Office,8,,,123.6688,0,11,36.10792
0,16500,97010,128101,DebtCon,Mgr,9,,,250.6819,2,41,36.93333
0,16500,77049,98658,DebtCon,Other,5,3,0,77.99282,0,21,23.12007
1,16500,92900,116000,DebtCon,Mgr,10,1,,83.16667,1,27,
0,16500,64081,100796,HomeImp,ProfExe,22,0,1,243.9417,1,24,38.32782
0,16500,23169,41677,DebtCon,ProfExe,20,0,0,208.0769,2,15,34.43058
1,16500,48833,68872,DebtCon,Other,1,0,0,60.39065,0,12,22.45962
1,16500,143404,165267,DebtCon,Mgr,14,0,1,169.7374,1,31,36.17812
0,16500,,42894,HomeImp,Other,1,0,0,331.4269,0,8,26.8958
0,16500,67619,93500,HomeImp,ProfExe,8,0,0,82.16667,0,16,
0,16500,56500,80000,DebtCon,Other,2,0,0,308.4333,3,16,
0,16500,163000,193000,DebtCon,ProfExe,10,0,0,262.7333,1,38,
0,16500,76000,110000,DebtCon,Mgr,18,0,0,242.5,5,31,
1,16500,65900,87000,DebtCon,Other,26,0,3,109.5667,5,35,
1,16500,50000,,DebtCon,Mgr,1,0,0,120.7333,3,11,
1,16500,67000,109500,DebtCon,Mgr,2,4,0,217.1,2,24,
0,16500,126872,167611,DebtCon,Office,5,0,0,136.1224,1,21,26.40453
0,16500,51758,138693,DebtCon,Other,2,0,0,283.0698,5,43,39.71677
0,16500,52030,158296,DebtCon,ProfExe,20,0,0,218.5393,0,27,22.48479
1,16500,43223,46925,DebtCon,Other,10,0,0,178.0024,4,20,40.20633
0,16500,44946,64918,HomeImp,Other,25,0,0,247.2784,0,14,24.35795
0,16500,48674,73720,DebtCon,ProfExe,17,0,0,186.4731,0,23,38.37361
0,16500,8795,164000,HomeImp,Mgr,23,0,0,76.06667,2,21,
0,16500,74263,98922,DebtCon,Office,0,0,0,139.8312,3,20,31.81443
0,16500,102552,144461,DebtCon,Office,1,,,136.7245,2,15,34.10789
0,16500,42317,66966,HomeImp,ProfExe,3,0,0,206.2384,3,17,35.00638
0,16500,94920,118156,DebtCon,Other,9,0,0,295.2855,2,18,32.17163
0,16500,,29168,DebtCon,Other,11,,,102.1304,2,8,31.56689
0,16500,45441,76145,DebtCon,Mgr,4,0,0,124.0334,1,8,28.17345
0,16500,36206,53040,HomeImp,Other,9,0,0,118.3014,0,9,17.74778
0,16600,9626,96887,HomeImp,Other,14,0,0,263.7662,0,23,28.6747
0,16600,77380,123638,,,,,,,,,34.11862
0,16600,95860,123546,DebtCon,Office,0,,2,252.7575,1,29,40.60857
0,16600,81275,106691,DebtCon,ProfExe,1,0,0,289.3761,1,20,38.47524
0,16600,57094,94944,,ProfExe,9,0,0,,0,15,24.02305
0,16600,97749,164103,,Other,,1,,263.8468,,23,37.38685
0,16600,102543,119493,DebtCon,Office,3,0,0,276.6932,0,33,29.28407
0,16600,55912,81552,DebtCon,Other,6,,,106.5129,0,7,36.76375
0,16600,45877,68563,HomeImp,Office,2,1,0,119.5008,0,18,33.07305
0,16600,74784,100221,DebtCon,Mgr,1,0,0,90.05045,0,17,25.70839
1,16600,42259,,DebtCon,Other,1.5,1,3,209.9667,0,20,
0,16600,,50732,DebtCon,Office,0,0,0,96.36289,2,9,42.39914
0,16600,,56631,DebtCon,Office,2,0,0,98.76022,1,8,39.79953
0,16600,71564,84627,DebtCon,Office,5,0,0,114.6401,1,20,22.32314
0,16600,74681,95471,DebtCon,Other,6,0,0,187.6535,4,19,40.45375
0,16600,28694,44165,DebtCon,ProfExe,20,0,1,206.7177,2,16,30.63902
0,16600,,43880,DebtCon,Other,,,,351.7255,,15,31.53429
0,16600,69644,100411,DebtCon,Office,0,0,0,149.0952,4,19,29.72575
0,16600,71096,104437,HomeImp,ProfExe,9,0,0,246.9596,1,12,37.09953
0,16700,62933,91790,DebtCon,Other,2,0,0,185.3725,0,31,35.25727
0,16700,64862,107919,HomeImp,ProfExe,10,0,0,260.1585,0,11,36.82434
0,16700,62933,95498,DebtCon,Office,0,0,1,161.661,0,25,24.26257
0,16700,,29387,DebtCon,Other,13,,,80.82059,2,8,33.36449
0,16700,102687,137417,DebtCon,ProfExe,7,0,0,97.76351,0,14,31.108
0,16700,86076,130341,DebtCon,ProfExe,12,0,0,295.9543,0,18,28.44799
0,16700,31135,60478,DebtCon,Other,14,0,0,105.1333,0,18,39.123
0,16700,43794,61446,DebtCon,,6,0,0,96.45471,1,9,28.45298
0,16700,54079,112463,HomeImp,Office,1,,3,134.9257,1,23,37.03395
0,16700,51310,76704,DebtCon,Other,2,,2,271.6519,0,10,37.63006
0,16700,11059,92706,HomeImp,Other,13,0,1,262.6103,0,23,29.88476
0,16700,59207,83146,DebtCon,Other,2,0,0,309.4964,3,15,43.48807
1,16700,77083,103540,DebtCon,Other,17,0,0,170.8124,,10,37.22643
0,16700,67238,96535,HomeImp,Office,7,,,103.4726,0,10,39.34965
0,16700,,56374,DebtCon,Office,1,0,0,73.42894,1,9,40.82913
0,16700,29404,45209,DebtCon,ProfExe,20,0,1,195.5523,2,16,31.05808
0,16700,12830,56465,DebtCon,ProfExe,3,0,0,301.1485,0,15,18.25148
0,16700,53423,85685,HomeImp,ProfExe,5,0,0,109.4294,0,12,28.16061
0,16700,5106,93277,HomeImp,Other,14,0,0,269.9627,0,23,29.87593
0,16700,105556,136568,DebtCon,Other,0,0,0,273.7251,0,47,40.04168
0,16800,57329,83695,DebtCon,Other,3,0,0,294.9997,2,16,40.62505
0,16800,76852,90429,DebtCon,Other,6,0,0,183.843,3,18,42.29709
1,16800,44983,65000,DebtCon,Sales,4,2,1,77.03333,6,43,
1,16800,27623,88231,DebtCon,ProfExe,8,0,0,122.4633,0,12,55.96202
0,16800,56979,90008,HomeImp,ProfExe,10,0,2,178.93,1,12,27.81642
1,16800,69284,,DebtCon,Office,21,0,0,190.6933,1,20,35.89403
0,16800,50050,140222,DebtCon,Other,4,0,0,272.4998,5,43,40.03338
0,16800,23670,41879,DebtCon,Mgr,17,1,0,106.3986,0,17,26.69672
0,16800,62557,95747,DebtCon,Other,0,0,0,188.189,1,31,35.28584
1,16800,16204,27781,HomeImp,Other,1,10,0,190.5771,0,9,27.14689
1,16800,113021,146222,,Mgr,5,3,2,123.8934,2,65,62.55931
0,16800,67049,89729,HomeImp,Other,,0,0,286.3751,0,20,28.73913
0,16800,81820,100366,DebtCon,ProfExe,6,0,1,335.3003,,41,36.21163
1,16800,87300,155500,DebtCon,Other,3,0,0,1154.633,0,0,
1,16800,50445,71711,DebtCon,Other,5,0,0,71.23076,5,18,40.58291
0,16800,73280,103067,DebtCon,Other,1,0,0,140.3621,0,17,34.0023
0,16800,102838,111319,DebtCon,Office,1,0,0,257.3286,0,34,27.5766
0,16800,46312,67166,HomeImp,Other,27,0,0,241.5084,0,14,26.22072
0,16800,50135,93772,DebtCon,ProfExe,5,0,0,126.4894,2,21,35.85635
0,16800,58193,82942,DebtCon,Other,1,0,0,320.063,3,16,42.84596
0,16800,39352,60943,HomeImp,Other,25,0,0,237.7636,0,13,25.43989
0,16800,144756,183810,DebtCon,Mgr,11,0,0,243.5423,0,20,26.73398
0,16800,94851,119053,DebtCon,Office,2,0,1,270.9986,1,34,27.00924
0,16800,115870,130809,DebtCon,,15,0,0,177.6323,0,17,39.56721
0,16900,131002,166859,DebtCon,Office,4,0,0,135.8564,0,20,28.15189
0,16900,,51549,DebtCon,Office,1,0,0,75.41375,1,8,40.6282
0,16900,30856,56961,HomeImp,Other,11,0,0,116.8177,1,10,20.34458
0,16900,71672,96677,DebtCon,Other,1,0,0,153.7917,0,30,35.32784
0,16900,47129,62342,DebtCon,Other,15,0,0,290.1489,0,21,30.3186
0,16900,31143,75125,HomeImp,Other,,1,0,237.179,0,49,42.13228
1,16900,63800,85000,DebtCon,Other,2,0,6,127.8,2,33,
1,16900,73128,101683,DebtCon,Sales,26,0,0,254.1918,0,45,38.51231
0,16900,66812,90973,HomeImp,Office,9,,,108.0055,0,10,37.46902
0,16900,68940,88264,DebtCon,Office,0,0,0,166.1063,0,25,24.95531
0,16900,67111,96985,HomeImp,ProfExe,21,0,0,233.7844,1,23,37.32471
0,16900,116357,209364,DebtCon,Other,4,0,0,221.1286,0,16,27.90026
0,16900,53252,89720,DebtCon,Office,29,0,0,204.5879,0,22,33.01615
0,16900,88143,115365,DebtCon,Other,19,0,0,282.0685,0,16,24.96285
0,16900,43643,80639,DebtCon,Mgr,3,0,0,128.5818,1,8,28.89595
0,16900,61847,91671,DebtCon,ProfExe,9,0,0,202.0534,0,20,21.34825
0,16900,78455,121450,,,,,,,,,33.74237
0,16900,17988,137328,DebtCon,Other,9,0,0,360.147,0,10,41.90205
0,16900,102108,117650,DebtCon,Other,9,0,0,279.1126,1,19,29.64518
0,17000,73644,107086,DebtCon,ProfExe,0,0,0,280.4533,2,20,37.77196
0,17000,125257,161009,DebtCon,Office,3,0,0,129.7578,1,21,27.63721
0,17000,10866,171952,HomeImp,Mgr,24,0,0,79.99198,2,21,29.84696
1,17000,,,HomeImp,,1,0,0,111.235,0,21,31.36287
0,17000,70039,100993,HomeImp,ProfExe,7,0,0,261.9113,1,11,36.56433
1,17000,54218,75000,DebtCon,Mgr,5,1,0,177.5,6,35,
0,17000,51682,67688,HomeImp,Office,2,0,0,135.1919,0,18,33.05064
0,17000,83248,95886,DebtCon,ProfExe,8,0,2,349.4301,,41,36.05995
0,17000,97713,164869,,Other,,0,,253.4763,,23,36.4523
0,17000,125728,159770,DebtCon,Mgr,,0,0,228.4224,0,18,37.00837
0,17000,31772,60289,HomeImp,ProfExe,6,0,0,189.237,0,13,31.12575
0,17000,134689,158661,DebtCon,Mgr,,0,0,227.3955,0,19,36.42557
0,17000,86341,133564,DebtCon,ProfExe,15,0,0,307.6739,0,18,28.36821
0,17000,66894,75360,DebtCon,,8,,,,,,25.2601
0,17000,27088,166437,HomeImp,Self,7,0,0,306.6742,0,27,26.15672
0,17000,70085,81598,DebtCon,Office,7,0,0,117.1954,1,20,21.98184
0,17000,97438,158780,DebtCon,Mgr,0,0,0,210.9126,1,18,38.79675
0,17000,45671,64516,HomeImp,Other,27,0,0,246.1797,0,13,25.70121
0,17000,6778,60065,DebtCon,Sales,0,0,0,326.5184,0,5,38.8366
0,17000,26228,60979,HomeImp,ProfExe,7,0,0,188.2476,0,13,29.62868
0,17000,63450,92816,,ProfExe,10,0,0,,1,16,25.71867
0,17000,54780,93091,DebtCon,ProfExe,4,0,0,115.3753,1,21,37.50862
0,17000,73184,96889,DebtCon,Mgr,0,0,0,71.95379,0,16,28.0044
0,17000,60483,85015,HomeImp,ProfExe,4,0,0,116.5253,0,12,27.29874
1,17000,52663,82000,,,,,,,,,
1,17000,36420,54375,DebtCon,Other,1,1,0,77.7,1,18,
0,17000,53058,74000,DebtCon,Other,17,1,0,204.9333,1,21,
0,17000,23200,85000,DebtCon,ProfExe,9,0,0,149.0667,1,21,
0,17000,47000,112720,DebtCon,ProfExe,16,0,0,257.7,0,20,
0,17000,86000,119600,DebtCon,ProfExe,12,,,137.4667,,25,
0,17000,12613,85000,DebtCon,Other,21,0,0,226.3667,3,41,
0,17000,152900,191146,DebtCon,Other,7.5,0,0,,2,16,
0,17000,55820,88683,DebtCon,Office,0.5,0,0,74.03333,0,23,
1,17000,74910,112375,DebtCon,Office,41,0,0,95.2,3,28,
1,17000,87600,110000,DebtCon,Other,0.4,6,0,180.5667,2,46,
1,17000,52700,78000,DebtCon,Other,2,0,0,62.9,0,10,
1,17000,61000,127000,DebtCon,Mgr,9,0,5,256.7,0,40,
1,17000,62755,81180,DebtCon,ProfExe,19,2,0,134.9333,2,28,
1,17000,56800,82000,DebtCon,ProfExe,22,0,5,320.6,4,28,
1,17000,89600,115000,DebtCon,Self,20,,3,99.26667,0,23,
1,17000,48000,69000,DebtCon,Office,25,0,0,351.0333,3,24,
1,17000,43000,63500,DebtCon,Other,8,0,0,46.66667,3,11,
0,17000,118822,208429,DebtCon,Other,3,0,0,206.7371,0,16,25.87399
0,17000,96065,116416,DebtCon,Other,14,0,0,125.6731,2,8,34.75619
0,17000,97517,141718,DebtCon,Office,2,,,128.4176,3,15,31.16603
0,17000,51018,108148,HomeImp,Office,0,,2,114.9463,0,23,40.24126
1,17000,170636,188899,DebtCon,,1,4,0,67.40828,1,13,44.75157
0,17000,98451,138012,DebtCon,Office,3,,,120.2389,2,15,33.95359
0,17000,82662,111357,DebtCon,Mgr,17,0,0,252.306,4,30,37.31612
0,17000,108154,134103,DebtCon,Other,1,0,0,279.3612,0,46,39.67698
0,17000,25638,128433,DebtCon,Other,10,0,0,367.6645,0,9,39.1069
0,17100,56791,94396,DebtCon,ProfExe,7,0,0,110.2941,1,21,36.10734
0,17100,48471,71546,DebtCon,ProfExe,5,0,1,254.0957,3,32,29.81874
0,17100,19126,88969,DebtCon,Other,21,0,0,225.7063,2,41,38.89638
0,17100,,96036,DebtCon,Office,27,0,0,327.0018,0,15,12.49867
0,17100,100082,119585,DebtCon,ProfExe,1,0,0,147.9158,0,29,34.73428
0,17100,22162,128989,DebtCon,Other,11,0,0,367.9971,0,9,40.64092
0,17100,53983,73688,DebtCon,Other,5,,,95.52351,0,9,36.92039
0,17100,123463,160487,DebtCon,Office,4,0,0,155.3008,0,21,25.70413
0,17100,49951,111291,HomeImp,Office,1,,2,151.1046,1,23,39.4872
0,17100,74922,91187,DebtCon,Mgr,0,0,0,80.58266,0,16,26.76777
0,17100,59123,94247,DebtCon,Office,0,0,0,70.01636,0,22,37.19509
0,17100,46953,69086,DebtCon,ProfExe,6,0,0,165.6278,2,11,29.24914
0,17100,43085,68758,DebtCon,Other,7,0,1,103.6839,3,49,30.35355
0,17100,92853,130864,DebtCon,Mgr,6,,,244.7288,3,41,37.49265
1,17100,32134,69131,DebtCon,Other,3,0,0,209.1988,0,6,38.63297
0,17100,54598,115838,DebtCon,ProfExe,14,0,0,247.2959,0,20,25.63212
0,17100,,60781,,,8,0,0,101.0141,0,14,27.71994
0,17100,27842,74459,HomeImp,Other,,0,0,248.7188,0,49,44.55215
0,17100,104652,169076,,Other,,1,,270.5812,,23,38.46523
0,17100,117337,131575,DebtCon,,16,0,0,177.6294,0,17,39.17643
0,17100,91502,113251,DebtCon,Other,18,0,0,289.9544,0,16,24.45832
0,17200,51352,64386,DebtCon,Mgr,27,0,0,295.9554,1,17,36.78731
0,17200,62514,96633,HomeImp,ProfExe,25,1,0,224.7644,1,24,36.70234
0,17200,59698,89715,,ProfExe,9,0,0,,1,16,23.34562
0,17200,94937,133859,DebtCon,Mgr,6,,,248.1589,2,42,36.79088
0,17200,6126,88603,HomeImp,Other,13,0,1,287.2609,0,23,30.0988
0,17200,7044,57831,DebtCon,Sales,0,0,0,330.9709,0,6,37.94332
0,17200,103519,118074,DebtCon,Other,0,0,0,102.6786,1,21,41.41835
0,17200,89507,121047,DebtCon,Other,14,0,0,118.8661,1,9,34.60283
0,17200,52011,65800,DebtCon,Other,7,0,1,120.324,2,48,30.55651
0,17200,11950,170000,HomeImp,Mgr,22,0,0,77.28338,1,20,28.8217
0,17200,43996,79419,DebtCon,Mgr,5,0,0,140.9734,0,9,28.66217
0,17200,33073,85654,DebtCon,ProfExe,7,0,0,163.3948,1,20,28.27489
1,17200,50742,71000,DebtCon,Other,15,0,0,,0,0,
0,17200,39316,66978,DebtCon,,4,0,0,99.98598,1,10,26.43708
1,17200,74402,,DebtCon,ProfExe,13,0,1,115.353,4,34,41.35904
1,17200,62108,,DebtCon,Office,21,0,0,174.3961,1,21,34.53893
0,17200,48999,76544,DebtCon,ProfExe,5,0,0,240.5227,3,31,32.84175
0,17200,35116,60489,DebtCon,Other,17,0,0,106.4862,1,18,38.80624
0,17200,85977,109238,HomeImp,ProfExe,3,0,0,115.5575,1,25,38.94892
0,17200,45900,68126,HomeImp,Office,4,0,0,111.126,0,17,34.17905
0,17200,52276,69860,DebtCon,Office,0,0,0,180.9315,0,25,30.58797
0,17200,53849,102326,HomeImp,Other,1,0,3,57.16675,1,9,39.99115
0,17200,90567,118761,DebtCon,Other,14,0,0,139.3402,2,9,34.78487
0,17200,99204,119490,DebtCon,Other,9,0,0,296.2115,1,18,30.30137
0,17200,48427,66082,DebtCon,Mgr,29,0,0,283.8488,1,16,38.39363
0,17200,62840,92946,HomeImp,ProfExe,5,0,0,133.1595,0,11,27.50354
0,17200,17234,43310,,Office,1,0,0,215.6075,0,15,38.31851
0,17200,55254,118718,DebtCon,ProfExe,15,0,0,276.9111,0,20,26.69616
